Source_IP,Destination_IP,Protocol,Packet_Size,Flow_Duration,Bytes_Per_Second,Login_Attempts,API_Requests,Unauthorized_Access,Malware_Attack,DDoS_Attack,Abnormal_Data_Transfer_MB,Encrypted_Traffic_Ratio,Failed_Auth_Attempts,TCP_Flags,Suspicious_IP_Flag,Port_Scan_Activity,Suspicious_DNS_Request,Anomalous_Behavior_Score,Object_Type
192.168.1.183,10.0.0.172,UDP,1209,16561,14636.44,21,115,0,0,0,3814,0.25,6,URG,0,0,0,0.46,Normal
192.168.1.35,10.0.0.46,UDP,734,19715,13973.63,27,47,0,0,0,462,0.67,24,URG,0,0,0,0.68,Normal
192.168.1.183,10.0.0.61,UDP,1444,15812,11809.93,26,82,0,0,0,7100,0.15,22,RST,0,0,0,0.96,Normal
192.168.1.14,10.0.0.164,ICMP,1355,11041,11608.03,9,177,0,0,0,8363,0.26,17,ACK,0,0,0,0.13,Normal
192.168.1.177,10.0.0.13,TCP,758,13671,14427.01,17,142,1,1,0,5211,0.06,8,FIN,0,0,0,0.23,Unauthorized Access
192.168.1.211,10.0.0.16,TCP,932,4793,6716.88,23,74,0,0,0,5772,0.68,20,SYN,0,0,0,0.22,Normal
192.168.1.102,10.0.0.208,TCP,1091,4503,9009.8,2,84,0,0,0,8024,0.95,9,URG,0,1,0,0.85,Normal
192.168.1.100,10.0.0.246,UDP,184,12019,19323.68,3,22,0,0,0,5672,0.93,20,PSH,0,0,0,0.61,Normal
192.168.1.7,10.0.0.133,ICMP,805,1983,13375.35,29,187,0,1,0,2614,0.81,15,FIN,0,0,0,0.24,Malware Attack
192.168.1.30,10.0.0.244,TCP,1306,10910,10402.65,20,162,0,0,0,6457,0.16,22,FIN,0,0,0,0.5,Normal
192.168.1.211,10.0.0.217,ICMP,757,16491,11570.46,21,48,0,0,0,8040,0.84,12,SYN,0,0,0,0.9,Normal
192.168.1.49,10.0.0.38,TCP,1365,19470,2097.53,27,102,0,0,1,5603,0.0,20,ACK,0,1,0,0.59,DDoS Attack
192.168.1.217,10.0.0.230,UDP,320,2216,11843.86,8,197,0,0,0,4253,0.92,18,SYN,0,0,0,0.21,Normal
192.168.1.144,10.0.0.178,TCP,1391,96,16731.61,43,30,0,1,1,1025,0.7,16,SYN,0,0,1,0.86,Malware Attack
192.168.1.111,10.0.0.38,TCP,106,9968,10477.08,40,1,0,0,0,4679,0.18,14,SYN,0,0,0,0.39,Normal
192.168.1.246,10.0.0.103,UDP,933,11393,3546.19,40,26,0,0,0,9946,0.56,7,PSH,0,0,0,0.13,Normal
192.168.1.232,10.0.0.56,UDP,979,6325,8969.72,15,199,0,0,1,3909,0.63,7,PSH,0,0,0,0.96,DDoS Attack
192.168.1.179,10.0.0.63,TCP,651,3687,5567.7,36,7,0,0,0,7020,0.27,13,SYN,1,0,0,0.22,Normal
192.168.1.72,10.0.0.254,ICMP,976,14580,7201.22,4,109,0,0,0,4934,0.85,3,URG,0,0,0,0.94,Normal
192.168.1.210,10.0.0.120,UDP,1237,7655,4507.93,13,5,0,0,0,5095,0.51,17,URG,0,1,0,0.75,Normal
192.168.1.220,10.0.0.48,TCP,657,12418,6684.89,13,84,0,0,0,9182,0.56,20,ACK,0,0,0,0.74,Normal
192.168.1.80,10.0.0.105,UDP,1097,12794,16435.75,46,114,0,0,0,2436,0.89,19,ACK,0,0,0,0.07,Normal
192.168.1.244,10.0.0.218,ICMP,855,8336,15156.55,15,192,0,0,1,9537,0.65,11,URG,0,0,0,0.73,DDoS Attack
192.168.1.83,10.0.0.59,TCP,275,6222,9815.88,38,92,0,1,0,4387,0.59,9,URG,0,0,0,0.06,Malware Attack
192.168.1.42,10.0.0.77,TCP,1347,10447,15652.21,42,23,0,0,0,295,0.13,0,URG,0,1,0,0.47,Normal
192.168.1.17,10.0.0.172,ICMP,1469,6970,19511.55,3,136,0,0,0,5225,0.54,22,PSH,0,0,0,0.37,Normal
192.168.1.191,10.0.0.243,ICMP,1476,13166,8128.83,36,175,0,1,0,277,0.91,23,ACK,0,0,0,0.51,Malware Attack
192.168.1.173,10.0.0.218,TCP,985,17527,19599.94,13,169,0,0,0,6878,0.61,13,RST,0,0,0,0.52,Normal
192.168.1.205,10.0.0.127,ICMP,399,19492,4925.66,40,176,0,0,0,2533,0.28,16,FIN,0,0,0,0.26,Normal
192.168.1.7,10.0.0.55,ICMP,1092,19865,19091.21,22,70,0,0,0,5731,0.83,15,URG,0,0,0,0.01,Normal
192.168.1.155,10.0.0.55,TCP,985,5449,17290.03,8,77,0,0,1,5527,0.43,13,FIN,0,1,0,0.01,DDoS Attack
192.168.1.10,10.0.0.129,UDP,146,3275,3990.63,23,194,0,0,0,2356,0.08,8,RST,0,0,0,0.72,Normal
192.168.1.34,10.0.0.136,ICMP,1093,1978,7003.37,10,177,0,0,0,3867,0.48,6,ACK,1,0,0,0.52,Normal
192.168.1.36,10.0.0.127,UDP,215,7523,14161.34,27,130,0,0,0,4618,0.76,9,SYN,0,0,0,0.73,Normal
192.168.1.153,10.0.0.132,UDP,1268,19538,3840.51,18,63,1,1,0,6175,0.92,9,ACK,0,0,1,0.05,Unauthorized Access
192.168.1.6,10.0.0.85,UDP,1254,7101,11818.22,18,141,0,0,0,7967,0.66,16,FIN,0,0,0,0.16,Normal
192.168.1.152,10.0.0.254,ICMP,141,13949,10700.79,11,161,0,0,0,3536,0.84,8,ACK,0,0,0,0.63,Normal
192.168.1.146,10.0.0.214,TCP,475,1234,5844.56,46,119,0,0,0,854,0.75,11,URG,0,0,0,0.93,Normal
192.168.1.215,10.0.0.115,TCP,444,7822,6017.66,33,25,0,0,0,4435,0.18,10,RST,0,0,0,0.59,Normal
192.168.1.134,10.0.0.181,TCP,1011,1197,10331.0,11,112,0,0,0,9458,0.98,9,ACK,0,0,0,0.35,Normal
192.168.1.29,10.0.0.58,TCP,853,16400,6003.99,2,104,1,0,0,1105,0.06,4,URG,0,1,0,0.86,Unauthorized Access
192.168.1.126,10.0.0.37,TCP,376,2118,3613.29,29,82,0,0,0,8754,0.27,15,RST,0,0,0,0.71,Normal
192.168.1.153,10.0.0.49,TCP,927,15721,15469.44,46,29,0,1,0,1200,0.76,19,URG,0,0,0,0.38,Malware Attack
192.168.1.183,10.0.0.67,UDP,458,17329,11639.41,45,37,0,0,0,6780,0.13,0,PSH,0,1,0,0.27,Normal
192.168.1.81,10.0.0.19,UDP,606,12388,8758.34,34,75,0,0,0,570,0.57,17,URG,0,0,0,0.42,Normal
192.168.1.174,10.0.0.129,UDP,67,5647,3633.14,14,169,0,0,0,780,0.63,14,RST,0,0,0,0.98,Normal
192.168.1.152,10.0.0.29,ICMP,172,1318,11891.37,42,111,0,0,0,8058,0.69,7,FIN,0,0,0,0.39,Normal
192.168.1.75,10.0.0.87,ICMP,981,1426,12575.85,21,87,0,0,0,6372,0.16,9,RST,0,0,0,0.13,Normal
192.168.1.26,10.0.0.33,ICMP,949,18299,9600.31,8,87,0,0,0,826,0.21,16,SYN,0,0,0,0.98,Normal
192.168.1.127,10.0.0.119,TCP,156,11412,7461.06,27,35,0,1,0,9290,0.12,21,SYN,0,0,0,0.17,Malware Attack
192.168.1.115,10.0.0.180,UDP,1186,7792,17346.26,28,3,0,0,0,5705,0.17,3,FIN,0,0,0,0.66,Normal
192.168.1.126,10.0.0.169,ICMP,255,6112,14099.15,38,175,1,0,0,2037,0.83,12,RST,0,0,0,0.25,Unauthorized Access
192.168.1.226,10.0.0.151,UDP,396,19791,7129.87,38,190,0,0,0,1769,0.11,20,ACK,0,0,0,0.7,Normal
192.168.1.28,10.0.0.133,TCP,1299,6040,11865.88,38,18,1,0,0,4242,0.4,8,RST,0,0,0,0.23,Unauthorized Access
192.168.1.131,10.0.0.71,UDP,1294,3012,4682.29,16,57,0,0,0,8401,0.02,3,URG,1,0,0,0.07,Normal
192.168.1.75,10.0.0.185,TCP,690,11731,239.28,3,180,0,0,0,6826,0.76,0,FIN,0,0,0,0.16,Normal
192.168.1.166,10.0.0.250,ICMP,1049,2575,17378.26,3,73,0,0,0,7279,0.96,15,URG,0,0,0,0.94,Normal
192.168.1.189,10.0.0.134,TCP,636,2593,16379.59,6,48,1,0,0,2746,0.3,2,PSH,0,0,0,0.25,Unauthorized Access
192.168.1.78,10.0.0.177,TCP,419,10474,12791.67,1,20,0,1,0,7386,0.3,12,RST,0,0,0,0.27,Malware Attack
192.168.1.179,10.0.0.22,UDP,1340,10821,16228.16,36,109,0,0,1,7074,0.57,19,PSH,0,0,0,0.54,DDoS Attack
192.168.1.90,10.0.0.241,TCP,654,14117,15618.64,9,140,0,0,0,4102,0.13,11,URG,0,1,0,0.48,Normal
192.168.1.176,10.0.0.77,ICMP,259,18208,17206.52,17,161,0,0,0,5653,0.6,24,RST,0,0,0,0.68,Normal
192.168.1.21,10.0.0.204,ICMP,325,3928,17838.36,27,127,0,0,0,1241,0.55,22,SYN,0,0,0,0.92,Normal
192.168.1.54,10.0.0.4,TCP,385,13879,16377.88,45,198,0,0,0,4590,0.4,17,ACK,0,0,1,0.37,Normal
192.168.1.184,10.0.0.254,UDP,483,6521,17036.46,34,94,0,0,0,5294,0.7,3,RST,0,0,0,0.76,Normal
192.168.1.103,10.0.0.72,ICMP,395,14126,10038.9,34,70,0,0,0,510,0.54,20,URG,0,0,0,0.57,Normal
192.168.1.222,10.0.0.192,ICMP,1383,3223,14163.07,29,176,0,0,0,3699,0.84,7,FIN,0,0,0,0.12,Normal
192.168.1.59,10.0.0.165,TCP,1323,3897,6671.6,20,23,0,0,0,4453,0.73,10,ACK,0,0,0,0.9,Normal
192.168.1.72,10.0.0.159,TCP,744,1232,17224.03,24,46,0,0,0,6425,0.58,15,SYN,0,0,0,0.29,Normal
192.168.1.179,10.0.0.165,ICMP,70,13320,17173.23,12,135,0,0,1,9005,0.32,5,RST,0,1,0,0.64,DDoS Attack
192.168.1.20,10.0.0.128,TCP,597,5756,1332.19,6,26,0,0,1,9967,0.03,3,RST,0,0,0,0.76,DDoS Attack
192.168.1.112,10.0.0.45,TCP,135,19501,6946.93,5,195,1,0,0,2807,0.37,7,FIN,0,0,0,0.69,Unauthorized Access
192.168.1.224,10.0.0.218,ICMP,681,18907,3437.18,19,57,0,0,1,4707,0.77,14,RST,0,0,0,0.47,DDoS Attack
192.168.1.214,10.0.0.235,UDP,202,12888,2724.64,44,25,0,0,0,9199,0.89,8,RST,0,0,0,0.8,Normal
192.168.1.59,10.0.0.136,UDP,1473,14442,8303.71,4,195,0,0,0,2213,0.85,18,URG,0,0,0,0.82,Normal
192.168.1.71,10.0.0.168,ICMP,605,16185,12516.97,37,124,0,0,0,1126,0.37,5,URG,0,0,0,0.94,Normal
192.168.1.137,10.0.0.225,TCP,387,4993,6881.08,43,167,0,0,1,6043,0.03,16,PSH,0,0,0,0.68,DDoS Attack
192.168.1.109,10.0.0.237,ICMP,1012,10399,6191.21,39,68,0,0,0,2682,0.94,5,SYN,0,0,0,0.04,Normal
192.168.1.129,10.0.0.93,ICMP,664,17714,1898.21,24,166,0,0,0,3750,0.68,24,ACK,0,0,0,0.17,Normal
192.168.1.157,10.0.0.5,TCP,136,13210,7664.57,17,173,0,0,1,2691,0.48,13,RST,1,0,0,0.91,DDoS Attack
192.168.1.191,10.0.0.156,UDP,903,18760,9424.84,23,118,0,0,0,6916,0.78,8,FIN,0,0,0,0.98,Normal
192.168.1.200,10.0.0.245,UDP,1476,2545,7980.13,14,64,0,0,1,7543,0.09,24,SYN,0,0,0,0.12,DDoS Attack
192.168.1.56,10.0.0.104,TCP,1325,18769,13604.89,7,54,1,0,1,2646,0.09,18,PSH,0,0,0,0.84,Unauthorized Access
192.168.1.246,10.0.0.81,ICMP,1051,19007,5770.28,12,199,0,0,0,5288,0.71,5,PSH,0,0,0,0.17,Normal
192.168.1.196,10.0.0.247,TCP,1409,12416,14323.69,38,141,0,0,0,5974,0.07,2,FIN,1,0,0,0.39,Normal
192.168.1.35,10.0.0.87,ICMP,1428,13463,17656.56,47,178,0,0,0,6675,0.05,16,URG,0,0,0,0.82,Normal
192.168.1.123,10.0.0.237,TCP,1392,234,11828.89,24,43,0,0,0,7083,0.72,0,RST,0,0,0,0.97,Normal
192.168.1.131,10.0.0.137,TCP,1095,7406,7779.67,22,135,1,0,0,7514,0.74,1,PSH,0,0,0,0.1,Unauthorized Access
192.168.1.246,10.0.0.130,UDP,1294,2810,3602.06,4,172,0,0,0,3879,0.41,10,RST,0,0,0,0.09,Normal
192.168.1.237,10.0.0.63,UDP,474,1290,18649.15,21,192,0,0,0,6476,0.39,5,SYN,0,0,0,0.29,Normal
192.168.1.104,10.0.0.224,TCP,321,15724,15039.59,46,7,0,0,0,8245,0.44,9,FIN,0,0,0,0.8,Normal
192.168.1.7,10.0.0.51,TCP,714,531,4936.36,21,10,0,0,0,9087,0.37,21,RST,0,0,0,0.4,Normal
192.168.1.27,10.0.0.116,UDP,1133,18012,3021.19,24,78,0,0,0,4203,0.45,6,FIN,0,0,0,0.76,Normal
192.168.1.1,10.0.0.113,ICMP,189,11884,995.71,46,197,0,0,0,9404,0.19,7,RST,0,0,0,0.62,Normal
192.168.1.219,10.0.0.31,UDP,1108,17995,3819.15,0,190,0,0,0,5438,0.58,8,ACK,0,0,0,0.82,Normal
192.168.1.208,10.0.0.7,ICMP,1257,2316,14650.18,3,147,0,0,0,8738,0.52,8,RST,0,0,0,0.54,Normal
192.168.1.230,10.0.0.158,UDP,607,7832,12594.38,31,33,0,0,0,3239,0.67,19,PSH,0,0,0,0.04,Normal
192.168.1.199,10.0.0.186,UDP,518,12868,19349.06,25,62,0,0,0,5641,0.18,22,ACK,0,0,0,0.67,Normal
192.168.1.172,10.0.0.3,ICMP,725,14194,6446.2,35,117,0,0,0,7345,0.09,3,PSH,0,0,0,0.93,Normal
192.168.1.87,10.0.0.51,TCP,1293,952,15734.14,14,78,1,0,0,680,0.81,6,ACK,0,0,0,0.81,Unauthorized Access
192.168.1.41,10.0.0.243,UDP,1420,3941,2417.97,34,195,0,0,0,9204,0.9,10,RST,0,0,0,0.94,Normal
192.168.1.123,10.0.0.56,UDP,1108,9355,11256.03,37,135,0,0,0,8683,0.17,10,ACK,0,0,0,0.01,Normal
192.168.1.75,10.0.0.73,UDP,981,3759,9341.15,26,30,0,0,0,9485,0.42,11,ACK,0,0,0,0.85,Normal
192.168.1.42,10.0.0.10,TCP,1152,4750,16765.61,13,124,0,0,0,8062,0.73,23,ACK,0,0,0,0.81,Normal
192.168.1.117,10.0.0.61,UDP,151,16383,14035.05,33,91,0,0,0,7925,0.52,7,FIN,0,1,0,0.44,Normal
192.168.1.161,10.0.0.238,TCP,1130,15893,3894.36,24,36,0,0,0,2583,0.57,13,URG,0,0,0,0.11,Normal
192.168.1.178,10.0.0.50,UDP,1228,12429,19677.85,26,102,0,0,0,5992,0.34,20,SYN,0,0,0,0.6,Normal
192.168.1.63,10.0.0.122,ICMP,1461,16801,16464.64,20,118,1,1,0,9958,0.12,9,PSH,0,0,1,0.03,Unauthorized Access
192.168.1.228,10.0.0.175,UDP,579,18437,7099.06,47,107,0,0,0,7984,0.96,3,SYN,0,0,0,0.9,Normal
192.168.1.165,10.0.0.218,UDP,563,5282,16522.34,34,100,0,0,0,5439,0.74,4,FIN,0,0,0,0.52,Normal
192.168.1.233,10.0.0.1,TCP,1366,14627,19138.64,5,144,0,0,0,2662,0.32,1,RST,0,1,0,0.56,Normal
192.168.1.187,10.0.0.222,TCP,389,8768,17806.74,34,81,0,0,0,4072,0.71,17,ACK,0,0,1,0.61,Normal
192.168.1.127,10.0.0.185,TCP,616,15113,11128.64,25,19,0,0,0,2978,0.39,9,RST,1,0,0,0.7,Normal
192.168.1.209,10.0.0.38,ICMP,951,14391,11547.19,14,163,0,0,0,9065,0.2,13,FIN,0,0,0,0.05,Normal
192.168.1.227,10.0.0.190,ICMP,1059,12983,2140.91,4,38,0,0,0,6069,0.68,11,PSH,0,0,0,0.51,Normal
192.168.1.176,10.0.0.79,TCP,1056,11572,3302.48,25,186,0,0,0,1967,0.41,11,FIN,0,0,0,0.17,Normal
192.168.1.133,10.0.0.89,ICMP,992,1989,19652.35,32,184,1,0,0,5081,0.12,2,URG,0,0,0,0.71,Unauthorized Access
192.168.1.48,10.0.0.198,TCP,984,7150,15398.11,24,63,0,0,0,7345,0.33,0,RST,0,0,0,0.8,Normal
192.168.1.224,10.0.0.82,ICMP,371,13486,519.88,16,176,0,0,0,7862,0.39,19,SYN,0,0,0,0.59,Normal
192.168.1.3,10.0.0.193,TCP,720,2325,10955.38,43,66,0,0,0,7665,0.39,14,SYN,0,0,0,0.65,Normal
192.168.1.116,10.0.0.190,TCP,1394,8302,6912.48,19,103,0,0,0,2896,0.57,8,SYN,0,0,0,0.68,Normal
192.168.1.175,10.0.0.184,ICMP,533,4766,6237.14,41,191,0,0,0,5420,0.44,9,PSH,0,0,0,0.34,Normal
192.168.1.190,10.0.0.67,UDP,1271,6806,11136.51,1,91,0,0,0,1022,0.74,15,FIN,0,0,0,0.32,Normal
192.168.1.99,10.0.0.17,TCP,688,14324,6409.81,7,187,0,0,1,2570,0.62,11,SYN,0,1,0,0.89,DDoS Attack
192.168.1.116,10.0.0.127,TCP,354,11646,5038.58,18,51,1,0,0,4267,0.52,20,FIN,0,0,0,0.75,Unauthorized Access
192.168.1.14,10.0.0.112,UDP,312,42,18756.94,28,193,0,0,0,950,0.76,4,SYN,0,0,0,0.48,Normal
192.168.1.191,10.0.0.136,TCP,387,14543,806.75,47,66,0,0,0,8046,0.93,14,PSH,0,0,0,0.75,Normal
192.168.1.112,10.0.0.60,TCP,667,8533,8729.06,18,117,0,0,0,8042,0.22,11,URG,0,1,0,0.57,Normal
192.168.1.253,10.0.0.241,ICMP,122,19910,10228.61,8,113,0,1,1,6708,0.79,9,ACK,0,0,0,0.13,Malware Attack
192.168.1.61,10.0.0.40,UDP,1084,4225,8804.64,7,52,0,0,0,3776,0.43,12,RST,0,0,0,0.22,Normal
192.168.1.159,10.0.0.209,TCP,332,16551,13148.45,48,79,0,0,0,6638,0.57,19,FIN,1,0,0,0.82,Normal
192.168.1.95,10.0.0.89,TCP,1405,19082,523.26,14,118,0,0,0,4110,0.82,6,URG,0,0,0,0.62,Normal
192.168.1.17,10.0.0.190,UDP,157,5054,17701.12,33,65,0,0,1,8335,0.56,14,RST,0,0,0,0.14,DDoS Attack
192.168.1.124,10.0.0.41,UDP,1341,11124,10009.24,3,198,0,1,0,3317,0.18,23,ACK,0,0,0,0.43,Malware Attack
192.168.1.24,10.0.0.140,ICMP,750,7856,11077.95,26,158,0,0,0,9431,0.98,20,FIN,0,0,0,0.29,Normal
192.168.1.116,10.0.0.221,ICMP,578,5395,9260.79,37,172,0,0,1,2082,0.84,11,PSH,0,0,0,0.55,DDoS Attack
192.168.1.151,10.0.0.217,ICMP,596,2108,8895.73,46,120,0,0,0,7357,0.11,11,URG,0,0,0,0.88,Normal
192.168.1.82,10.0.0.115,TCP,1191,18550,3742.12,12,64,0,1,0,161,0.17,6,ACK,0,0,0,0.1,Malware Attack
192.168.1.50,10.0.0.100,UDP,465,5464,10092.87,31,81,0,0,0,3509,0.35,10,URG,0,0,0,0.71,Normal
192.168.1.246,10.0.0.117,ICMP,1030,2137,8432.73,34,40,0,1,0,769,0.47,22,RST,0,0,0,0.36,Malware Attack
192.168.1.206,10.0.0.182,UDP,1420,2395,9367.71,47,88,0,0,0,5684,0.16,2,ACK,0,0,0,0.43,Normal
192.168.1.242,10.0.0.89,TCP,784,12729,286.48,45,59,0,0,0,2711,0.45,5,PSH,1,0,0,0.16,Normal
192.168.1.79,10.0.0.93,TCP,940,16034,2626.56,35,178,0,0,0,1229,0.45,3,ACK,0,0,0,0.89,Normal
192.168.1.79,10.0.0.139,UDP,671,7772,15265.79,9,115,0,0,1,9751,0.26,11,ACK,0,0,0,0.73,DDoS Attack
192.168.1.70,10.0.0.60,UDP,156,4436,8387.89,22,86,0,0,0,8143,0.15,3,FIN,0,0,0,0.21,Normal
192.168.1.27,10.0.0.68,ICMP,637,18672,14860.71,22,15,0,1,0,9716,0.16,22,SYN,0,0,0,0.12,Malware Attack
192.168.1.15,10.0.0.78,UDP,1034,1484,3430.51,3,109,0,0,0,6336,0.83,8,ACK,0,0,0,0.54,Normal
192.168.1.50,10.0.0.46,ICMP,500,13061,13967.22,43,21,0,0,0,6299,0.8,8,RST,0,0,0,0.56,Normal
192.168.1.36,10.0.0.38,UDP,1097,5999,5789.34,4,91,0,0,0,1517,0.02,21,SYN,0,0,0,0.73,Normal
192.168.1.247,10.0.0.189,UDP,519,7498,14105.38,3,16,0,0,0,2839,0.22,17,FIN,0,0,0,0.06,Normal
192.168.1.8,10.0.0.17,UDP,478,9250,1744.81,29,47,0,0,0,307,0.03,13,PSH,0,0,0,0.39,Normal
192.168.1.79,10.0.0.66,TCP,1462,16809,6679.49,40,68,0,0,0,2496,0.14,4,SYN,1,0,0,0.73,Normal
192.168.1.131,10.0.0.200,TCP,1460,5517,2395.93,32,116,0,0,0,4422,0.08,19,PSH,0,0,0,0.89,Normal
192.168.1.190,10.0.0.36,TCP,767,18560,12596.59,47,88,0,0,0,8349,0.76,14,ACK,0,0,0,0.15,Normal
192.168.1.47,10.0.0.74,ICMP,945,5792,7858.04,39,77,1,0,0,1071,0.36,1,PSH,0,0,0,0.52,Unauthorized Access
192.168.1.205,10.0.0.7,ICMP,825,13913,1494.8,12,5,0,0,0,6756,0.7,10,PSH,0,0,0,0.47,Normal
192.168.1.105,10.0.0.228,TCP,1282,18772,10532.06,17,104,0,0,1,7969,0.54,12,SYN,0,0,0,0.8,DDoS Attack
192.168.1.98,10.0.0.16,TCP,328,12656,507.69,31,161,0,0,0,3759,0.25,9,RST,0,0,0,0.46,Normal
192.168.1.216,10.0.0.14,UDP,570,7303,16371.37,32,122,0,0,0,1321,0.5,23,SYN,0,0,0,0.62,Normal
192.168.1.232,10.0.0.80,UDP,709,16682,18767.54,6,109,0,0,0,7169,0.23,6,FIN,0,0,0,0.11,Normal
192.168.1.96,10.0.0.25,ICMP,960,2610,16203.32,13,56,0,0,0,6577,0.34,13,ACK,0,0,0,0.12,Normal
192.168.1.189,10.0.0.105,ICMP,924,18119,19030.6,39,39,0,0,0,9379,0.88,21,RST,0,0,0,0.32,Normal
192.168.1.160,10.0.0.4,UDP,752,14342,17943.26,47,83,0,0,0,4848,0.82,18,RST,0,0,0,0.22,Normal
192.168.1.222,10.0.0.157,ICMP,930,6063,17899.66,13,10,0,0,0,8639,0.44,10,URG,0,0,0,0.32,Normal
192.168.1.116,10.0.0.127,TCP,1186,726,4916.35,9,167,0,0,0,9792,0.17,10,FIN,1,0,0,0.21,Normal
192.168.1.241,10.0.0.56,UDP,1117,19806,4631.06,40,159,0,0,0,7995,0.16,9,PSH,0,0,0,0.17,Normal
192.168.1.13,10.0.0.6,UDP,1378,5333,16190.37,38,78,0,0,0,1825,0.65,0,URG,0,0,0,0.29,Normal
192.168.1.1,10.0.0.129,ICMP,550,13500,9832.78,36,8,1,0,1,2501,0.49,23,ACK,0,0,0,0.96,Unauthorized Access
192.168.1.34,10.0.0.167,UDP,1493,18787,18846.83,45,132,0,0,0,6510,0.53,23,URG,0,0,0,0.38,Normal
192.168.1.190,10.0.0.129,UDP,91,11264,17946.2,17,133,0,0,0,4196,0.08,22,FIN,0,0,0,0.73,Normal
192.168.1.79,10.0.0.115,TCP,1233,17406,17864.63,18,164,0,0,0,713,0.38,4,ACK,0,0,0,0.65,Normal
192.168.1.236,10.0.0.232,UDP,351,2370,6529.13,39,108,0,0,0,6844,0.37,18,URG,0,0,0,0.09,Normal
192.168.1.78,10.0.0.191,UDP,644,1956,2666.72,41,6,0,1,0,9677,0.27,6,ACK,0,0,1,0.94,Malware Attack
192.168.1.121,10.0.0.57,UDP,1013,3522,13562.1,42,60,0,0,0,9750,0.76,22,PSH,1,0,0,0.01,Normal
192.168.1.93,10.0.0.195,UDP,315,8128,8817.13,36,102,1,0,0,5733,0.13,1,SYN,1,0,0,0.4,Unauthorized Access
192.168.1.98,10.0.0.65,TCP,1249,1361,18679.51,46,101,0,0,0,3931,0.79,8,SYN,0,0,1,0.44,Normal
192.168.1.82,10.0.0.65,UDP,990,15620,17078.7,2,105,0,0,0,296,0.09,14,SYN,0,0,0,0.93,Normal
192.168.1.246,10.0.0.103,TCP,173,14827,18577.29,6,183,0,0,0,3560,0.16,17,FIN,0,0,0,0.29,Normal
192.168.1.199,10.0.0.21,TCP,707,19469,11361.65,6,122,0,0,0,6638,0.53,5,FIN,0,0,0,0.77,Normal
192.168.1.221,10.0.0.237,TCP,461,10549,10529.29,37,171,0,0,0,9891,0.58,18,FIN,0,0,0,0.62,Normal
192.168.1.247,10.0.0.158,ICMP,1358,16921,16943.2,5,21,1,0,0,2651,0.97,16,PSH,0,0,0,0.56,Unauthorized Access
192.168.1.159,10.0.0.224,ICMP,1275,10855,10242.68,9,101,0,0,0,654,0.61,18,URG,0,0,0,0.86,Normal
192.168.1.192,10.0.0.33,UDP,339,14112,18001.58,43,188,0,0,0,7407,0.56,16,RST,0,0,0,0.96,Normal
192.168.1.253,10.0.0.176,TCP,752,11176,698.22,35,43,0,0,1,9308,0.19,16,PSH,0,0,0,0.54,DDoS Attack
192.168.1.153,10.0.0.22,ICMP,310,13477,7182.2,36,182,0,0,0,3622,0.09,6,SYN,0,0,0,0.8,Normal
192.168.1.38,10.0.0.222,UDP,1411,15803,16698.32,47,159,0,1,0,916,0.79,1,ACK,0,0,0,0.68,Malware Attack
192.168.1.14,10.0.0.182,ICMP,1105,13678,4206.91,26,75,0,0,0,80,0.77,15,FIN,0,0,0,0.03,Normal
192.168.1.136,10.0.0.110,TCP,471,9483,7985.35,44,189,0,0,1,5658,0.42,3,PSH,0,0,0,0.55,DDoS Attack
192.168.1.91,10.0.0.4,UDP,1498,5495,210.75,0,80,1,0,1,4120,0.08,16,PSH,0,0,1,0.5,Unauthorized Access
192.168.1.54,10.0.0.215,TCP,188,14185,6041.35,0,73,0,0,0,7711,0.48,12,ACK,0,0,0,0.18,Normal
192.168.1.130,10.0.0.183,TCP,1407,3289,6379.57,47,115,0,0,0,4201,0.4,19,RST,0,0,0,0.64,Normal
192.168.1.209,10.0.0.172,ICMP,216,13028,14653.59,20,23,0,0,0,7790,0.74,4,RST,0,0,0,0.57,Normal
192.168.1.101,10.0.0.217,UDP,721,15750,13549.88,36,103,0,0,0,3457,0.57,4,ACK,0,0,0,0.99,Normal
192.168.1.206,10.0.0.140,UDP,83,11496,8904.7,27,23,0,0,0,3736,0.14,0,FIN,0,0,0,0.79,Normal
192.168.1.89,10.0.0.209,UDP,310,1054,14572.78,48,52,0,0,0,7991,0.18,10,FIN,0,0,0,0.56,Normal
192.168.1.56,10.0.0.245,ICMP,1477,14492,8572.42,38,3,0,0,0,2584,0.15,7,FIN,0,0,0,0.03,Normal
192.168.1.94,10.0.0.207,UDP,1434,3449,8697.87,35,177,0,0,0,2211,0.34,2,PSH,1,1,0,0.51,Normal
192.168.1.93,10.0.0.74,ICMP,1290,16706,12914.63,1,70,0,0,0,4302,0.28,10,RST,0,0,0,0.04,Normal
192.168.1.84,10.0.0.227,UDP,1096,15958,14460.43,1,148,0,0,0,6632,0.26,13,SYN,0,0,0,0.11,Normal
192.168.1.85,10.0.0.119,ICMP,594,8517,16939.62,3,110,0,0,0,2359,0.45,10,SYN,0,0,0,0.11,Normal
192.168.1.189,10.0.0.244,UDP,166,10652,15030.54,1,30,0,0,0,2526,0.83,12,RST,0,0,0,0.82,Normal
192.168.1.245,10.0.0.180,ICMP,1333,1900,13409.6,0,160,0,0,0,4777,0.31,24,SYN,0,0,0,0.59,Normal
